District,State Country,Location,Team #,Related team #'s,Most Recent Yr,Rookie Year,Lat/Lon,Accurate Coord,school name,Name,Notes,,,,,,
NE,NH,"Pembroke, NH ",134,A181,2012,1997,"43.14685,-71.456794",1,,AG New England/BAE Systems/Metal Casting Technology/New Hampshire Technical Institute & Pembroke Academy,,,,,,,
IN,IN,"Mishawaka, IN ",135,,2017,1998,"41.678916,-86.109627",1,,PHM Educational Foundation/Renesas & Penn High School,,,,,,,
MAR,NJ,"Plainfield, NJ ",136,A182,2017,1997,"40.613002,-74.414046",1,,"Plainfield Board of Education / Ivy Visions, Inc. & Plainfield High",,,,,,,
,FL,"Winter Park, FL",137,A183,1998,1997,"28.636761,-81.273705",1,,"PLD Advanced Automation Systems, Inc./ University of Central Florida/ R.W. Beck & Lake Howell HS",,,,,,,
NE,NH,"Amherst, NH ",138,A104,2017,1996,"42.823912,-71.58244",1,,Monarch Instrument / Rockwell Automation / BAE Systems / SvenGrafik / Control Air / John Alberts Welding / Rapid Sheet Metal / Amherst Lions Club / County Stores / BB Mold & Souhegan Coop High School,,,,,,,
,CO,"Fort Collins, CO ",139,,1998,1998,"40.540332,-105.035761",1,,Front Range Community College & Poudre School District/Fort Collins High School,,,,,,,
,MA,"Tyngsboro, MA ",140,A107,2004,1996,"42.696094,-71.408755",1,,Brooks Automation/Raytheon & Tyngsborough High School,,,,,,,
MI,MI,"Holland, MI ",141,A83,2017,1995,"42.835604,-86.154342",1,,"JR Automation Technologies, LLC/Holland Board of Public Works/Koop & Burr Insurance/Bradford Company/Engineered Automation Systems, Inc./Suntec Services/Rutherford & Associates/Egemin Automation/Tric Tool, Ltd. & West Ottawa High School Campus",,,,,,,
,NJ,"Princeton, NJ",142,"A184,293",1998,1997,"40.328245,-74.802867",1,,Princeton Plasma Physics Laboratory & Hopewell Valley Central HS,,,,,,,
,PA,"Scranton, PA",143,"A185,84,222,284",1998,1997,"41.738753,-75.956039",1,,Procter & Gamble Company/ Tobyhanna Army Depot/ Penn State & Keystone College & Northeastern Educational IU19 & Elk Lake HS & Lackawanna County Area Vocational Technical School & Lackawanna Trail HS & Tunkhannock Area HS & Troy Area HS & Susquehanna Count,,,,,,,
0,OH,"Cincinnati, OH ",144,"A59,482,1038",2017,1995,"39.214256,-84.587348",1,,"Clippard Instruments/HydroTech/P&G/The Kroger Company/Skyline Chili/JWF Technologies/Earl and Florence Simmons Foundation/Millennium Business Solutions/YAC Robotics/Cincinnati Test Systems/MSA, Architects/Northgate Greenhouses/Niemann Plumbing/Craftsman Electric/TP Mechanical &Butler Tech - Colerain High School&Butler Tech - Northwest High School",,,,,,,
0,NY,"Norwich, NY ",145,A186,2017,1997,"42.527651,-75.515547",1,,NY Tech Valley FIRST Sponsors / Follett Foundation / Greater Norwich Foundation / Otis Thompsen Foundation / Anna Mabey Foundation / Peptis Foundation / The Balloon Detail & Norwich High School & Sherburne-Earlville Senior High School & Unadilla Valley High School,,,,,,,
,NH,"Hooksett, NH ",146,"A26,501",2000,1992,"42.985723,-71.475238",1,,Public Service of New Hampshire & Manchester West High School ,,,,,,,
,FL,"St. Petersburg, FL ",147,A187,2004,1997,"27.815937,-82.720574",1,,Raytheon - St. Petersburg & Dixie Hollins HS & Boca Ciega HS & St Petersburg HS,,,,,,,
0,TX,"Greenville, TX ",148,"(A14),A46",2017,1995,"33.106173,-96.121282",1,,Innovation First International/L-3 Mission Integration/Texas Workforce Commission & GREENVILLE H S,,,,,,,
,NY,"Oneida, NY",149,,1998,1998,"43.080552,-75.655355",1,,Route 20 Consortium & Oneida HS,,,,,,,
,IL,"Crystal Lake, IL",150,A188,1998,1997,"42.336765,-88.287768",1,,"Sage Products, Inc. & McHenry East HS & McHenry West HS",,,,,,,
NE,NH,"Nashua, NH ",151,A6,2017,1992,"42.753606,-71.493798",1,,MakeIt Labs/GHO Ventures/Parker Hannifin/Benchmark Electronics/BAE Systems/3rd Degree Safety Solutions/Northeast Delta Dental/Think For Fun/RBC Generational Wealth Management Group/Pat Clancy Realty LLC&Family/Community,,,,,,,
,CA,"Aptos, CA ",152,A189,2001,1997,"36.976392,-121.862738",1,,NASA Ames Research Center/Seagate Technology & Aptos High School ,,,,,,,
,NJ,"Bridgewater, NJ ",153,A97,2001,1996,"40.588415,-74.605365",1,,Ortho-McNeil Pharmaceuticals & Somerset County Vocational & Technical Schools ,,,,,,,
,CA,"Millbrae, CA ",154,253,1998,1998,"37.595192,-122.390227",1,,Fairchild Semiconductor & Mills HS,,,,,,,
NE,CT,"Berlin, CT ",155,A61,2017,1995,"41.62096,-72.75222",1,,"United Techologies Pratt & Whitney Division, East Hartford, CT & Berlin High School & Catherine M. Mcgee Middle School",Middle school team,,,,,,
PA-nonMAR,PA,"Fairview, PA",156,?,2017,2011,"42.021597,-80.246207",1,,GE & Fairview Hs,,,,,,,
NE,MA,"Marlboro, MA ",157,A7,2017,1992,"42.368152,-71.566443",1,,Boston Scientific/Avidia Bank/Raytheon/Entwistle&Assabet Valley Voc Hs,,,,,,,
,OH,"Milford, OH ",158,A108,2007,1996,"39.19784,-84.219561",1,,Solid Edge - UGS & Great Oaks,,,,,,,
0,CO,"Ft. Collins, CO ",159,,2017,1998,"40.585441,-105.122938",1,,Nordson/AMD/GST/Wolf Robotics/Hewlett Packard/Advanced Energy/Metal Distributors/DGCD/Exponential Engineering/Ft Collins Plastics/Gulley Greenhouse/PHS Alpine Robotics&Poudre High School,,,,,,,
,MD,"Lutherville, MD",160,A190,1998,1997,"39.291412,-76.68782",1,,Morgan State University & Edmondson- Westside Senior HS,,,,,,,
,MI,"Troy, MI ",161,"A86,315",1998,1995,"42.338395,-83.059293",1,,Textron Automotive Company & Cass Technical HS & Oakland Technical School,School closed,,,,,,
,MI,"Farmington Hills, MI",162,"A191,308",1998,1997,"42.497478,-83.346112",1,,TRW & Harrison HS,,,,,,,
,MI,"Bloomfield Hills, MI ",163,"349,469",1999,1998,"42.603563,-83.226199",1,,"Quantum Consultants, Inc. & International Academy",,,,,,,
,CA,"Redondo, CA",164,"A1, 207, 294,1197",1998,1998,"33.91642,-118.362978",1,,TRW / ADTECH & Hawthorne HS & North HS & Leuzinger HS & Mira Costa HS & Redondo HS,,,,,,,
,MD,"Annapolis, MD ",165,,2007,1998,"39.03877,-76.453364",1,,US Naval Academy & Broadneck High School & Severn School High School,,,,,,,
NE,NH,"Merrimack, NH ",166,A74,2017,1995,"42.862023,-71.498209",1,,The Bull Family/BAE Systems/PTC/Raytheon/AAVID THERMALLOY&Merrimack High School,,,,,,,
0,IA,"Iowa City, IA ",167,,2017,1998,"41.653354,-91.581267",1,,Rockwell Collins/Aero Antenna Technology & Iowa City High School & West Senior High School,,,,,,,
0,FL,"North Miami Beach, FL ",168,,2013,1998,"25.931004,-80.175268",1,,jcpenney & North Miami Beach Senior High,,,,,,,
,TX,"El Paso, TX ",169,,1998,1998,"31.762163,-106.27643",1,,University of Texas at El Paso/ Lear Corporation & Montwood HS,,,,,,,
,TX,"El Paso, TX ",170,,2000,1998,"31.658507,-106.292146",1,,NASA Johnson Space Center/University of Texas El Paso & Socorro High School ,,,,,,,
0,WI,"Platteville, WI ",171,A92,2017,1995,"42.7343,-90.47845",0,,John Deere/University of Wisconsin - Platteville & Platteville High,,,,,,,
NE,ME,"Westbrook, ME ",172,A115,2017,1996,"43.740050,-70.271838",1,,Lanco Assembly Systems/Adobe/IDEXX Laboratories/Robotics Institute of Maine/P&G Tambrands Inc./Texas Instruments & Falmouth High School & Gorham High School,,,,,,,
NE,CT,"East Hartford, CT ",173,A89,2017,1995,"41.752153,-72.605614",1,,United Technologies/Stanley/CNC Software/United Way&Tolland High School&Ellington High School&Connecticut Ib Academy&East Hartford High School,,,,,,,
0,NY,"Syracuse, NY ",174,,2017,1998,"43.150218,-76.213874",1,,UTC Carrier/Lockheed Martin/Welch Allyn/SRC&Liverpool High School,,,,,,,
NE,CT,"Windsor Locks, CT ",175,A135,2017,1996,"42.000963,-72.540686",1,,United Technologies Aerospace Systems - Space Systems/PTC & Enfield High School,,,,,,,
NE,CT,"Windsor Locks, CT ",176,A134,2017,1996,"41.919686,-72.647975",1,,UTC Aerospace Systems/Praxair & Windsor Locks High School & Suffield High School,Homeschool,,,,,,
NE,CT,"South Windsor, CT ",177,A79,2017,1995,"41.842328,-72.551774",1,,United Technologies & South Windsor High School,,,,,,,
NE,CT,"Farmington, CT ",178,A192,2017,1997,"41.749784,-72.867637",1,,UTC Otis Elevator/Parker Hannifin Corp. Fluid Control Div./Sikorsky/ebm-papst Inc.&Farmington High School,,,,,,,
0,FL,"West Palm Beach, FL ",179,A212,2017,1998,"26.77754,-80.080961",1,,NASA/Propp Family Foundation/Canon/Aerojet Rocketdyne/Florida Turbine Technologies/FP&L/Lockheed Martin/EDF & Suncoast Community High School & Inlet Grove Community High School,,,,,,,
0,FL,"Palm City, FL ",180,,2017,1998,"27.078328,-80.252561",1,,Pratt & Whitney/Florida Power & Light/UL/ANJAC/Education Foundation of Martin County&South Fork High School&Clark Advanced Learning Center&Martin County High School&Jensen Beach High School,,,,,,,
NE,CT,"East Hartford, CT ",181,A22,2017,1992,"41.770326,-72.673953",1,,United Technologies/Pratt & Whitney/Stanley Black & Decker&Hphs Academy of Engineering and Green Technology&Pathways to Technology Magnet School,,,,,,,
,MI,"Dearborn, MI ",182,,2004,1998,"42.291548,-83.234224",1,,Edsel Ford High School,,,,,,,
,TX,"Garland, TX",183,A193,1998,1997,"32.872255,-96.619252",1,,South Garland HS & Varo Inc.,,,,,,,
MI,MI,"Dearborn, MI ",184,A34,2008,1993,"42.329819,-83.179085",1,,Ford Motor Company / Fordson High School Alumni Association & Fordson High School & Dearborn Public Schools Education Foundation,,,,,,,
,PA,"Lansdale, PA",185,272,1998,1998,"40.241051,-75.268836",1,,Visteon Automotive Systems/ Merck Pharmaceuticals & Lansdale Catholic HS,,,,,,,
,FL,"Lake Buena Vista, FL ",186,1065,2004,1998,"28.295991,-81.36027",1,,Walt Disney World Design and Engineering & Gateway High School,,,,,,,
,MI,"Southfield, MI",187,A194,1998,1997,"42.431591,-83.154159",1,,Wisne Design / University of Detroit Mercy & University of Detroit Jesuit HS & Academy,,,,,,,
0,Canada-ON,"Scarborough, ON, Canada",188,lots,2017,1998,"43.777542,-79.226821",1,,Scotiabank/Sable Metal Fabrication Inc./Toronto District School Board&Woburn Collegiate Institute,,,,,,,
,NJ,"Woodbridge, NJ ",189,,1998,1998,"40.571696,-74.305209",1,,Woodbridge Township School District/ Union Carbide & Middlesex Community College/ Vitetta Group Inc.,,,,,,,
NE,MA,"Worcester, MA ",190,A11,2017,1992,"42.273205,-71.8084",1,,WPI & Ma Academy for Math and Science School,,,,,,,
0,NY,"Webster, NY ",191,A12,2017,1992,"43.140216,-77.637193",1,,Xerox Corporation/Sikorsky · Lockheed Martin&Joseph C Wilson Magnet High School&Joseph C Wilson Foundation Academy,,,,,,,
0,CA,"Palo Alto, CA ",192,A195,2017,1997,"37.400067,-122.131963",1,,Robert Bosch LLC/SRI/Madco Welding Supply/Vander-Bend/Sentient Energy/GRT parents & alumni/Palo Alto Unified School District & Henry M Gunn HS,,,,,,,
MAR,NJ,"Flanders, NJ",193,,2017,2013,"40.858454121085415, -74.7144341468811",1,,Mt. Olive Board of Education/Mount Olive Robotics Education Association & Mt Olive High,,,,,,,
,NY,"Bay Shore, NY",194,271,1998,1998,"40.7250986,-73.2453946",1,,Bell Atlantic & Bay Shore HS,,,,,,,
NE,CT,"Southington, CT ",195,,2017,1998,"41.617358,-72.859974",1,,"United Technologies / Tiger Enterprises / Construction Insight, Inc. / Mohawk Northeast / Saucier Mechanical Services / Pyramid Technologies / Ametek-Hayden Kerk Motion Solutions / Conveyco & Southington High School",,,,,,,
,PA,"Erie, PA ",196,,1998,1998,"42.137473,-80.061128",1,,"G.E. Transportation/ Gannon University & East HS, Erie School District",,,,,,,
,KY,"Louisville, KY ",197,,2000,1998,"38.17656,-85.84477",1,,General Electric & Western High School ,,,,,,,
,NJ,"Newark, NJ",198,,1999,1998,"40.73905,-74.175273",1,,The Newark Museum / PSE&G /NJIT,,,,,,,
,CA,"Belmont, CA USA",199,,2017,2016,,,,Google/Pentair Thermal Management/Sequoia Union High School District/Oracle/Qualcomm/Brin Wojcicki Foundation/Intuitive Surgical/Abbott Fund/Bot Bash/Jameco Electronics/Solidworks/SRI International/Carlmont Academic Foundation/Carlmont PTSA&Carlmont High,,,,,,,
,NY,"Rochester, NY",200,A121,1999,1996,"43.216526,-77.598045",1,,OTI & West Irondequoit HS,,,,,,,
MI,MI,"Rochester Hills, MI ",201,"251,1037",2017,1998,"42.678854,-83.15551",1,,General Motors Research and Development/The FCA Foundation/Gallagher-Kaiser Corporation/The State of Michigan/Rochester Community Schools Foundation/TARDEC - NDEP/Genisys Credit Union/DSM Engineered Plastics /Denek Contracting/Oakland University School of Engineering & Computer Science/Chet's Rent-All&Rochester High School,,,,,,,
,CT,"Rocky Hill, CT ",202,"228,1071",1998,1998,"41.670225,-72.645921",1,,Carey Manufacturing & Rocky Hill HS,,,,,,,
MAR,NJ,"Sicklerville, NJ ",203,,2017,1998,"39.757645,-74.979398",1,,Campbell's Soup & Camden Co Tech Gloucester,,,,,,,
MAR,NJ,"Voorhees, NJ ",204,,2017,1998,"39.851213,-74.966812",1,,Eastern Regional High School Board of Education/Eastern Educational Foundation/Lockheed Martin/Renesas & Eastern High,,,,,,,
,NJ,"Washington Township, NJ ",205,,1999,1998,"39.744472,-75.078058",1,,Fluor Daniel/ Sony Music/ K-Tron America/ Pew Charitable Trust & Washington Township Public Schools,,,,,,,
,MA,"Boston, MA ",206,"246,2043",1998,1998,"42.330643,-71.087652",1,,"MASSPEP, Inc./ Boston Edison & Boston University & John D. Bryant School of Math & Science",,,,,,,
0,CA,"Hawthorne, CA ",207,"A1, 164",2017,1999,"33.896185,-118.361304",1,,Walt Disney Imagineering / The Boeing Company / Roddenberry Foundation / Space X / Northrop Grumman Aerospace Systems / Indusrtial Metal Supply / Cooler Master & Hawthorne High,,,,,,,
,MI,"Milan, MI ",208,,2000,1999,"42.077967,-83.702253",1,,Visteon Milan Plant & Milan High School ,,,,,,,
,MA,"North Dighton, MA ",209,,2003,1999,"41.853402,-71.196678",1,,Texas Instruments & Dighton Rehoboth Regional High School,,,,,,,
,NJ,"Princeton, NJ ",210,,1999,1999,"40.362667,-74.689994",1,,Princeton Day School,,,,,,,
0,NY,"Rochester, NY ",211,,2011,1999,"43.194778,-77.634174",1,,Eastman Kodak Company & John Marshall High School,,,,,,,
,FL,"Miami, FL ",212,,2003,1999,"25.97315,-80.173867",1,,Dr. Michael Krop High School,,,,,,,
NE,NH,"Keene, NH ",213,A5,2017,1992,"42.938726,-72.312464",1,,Symbotic/Timken/Smiths Medical&Keene High School,,,,,,,
,MA,"Wilmington, MA ",214,A133,1999,1996,"42.55602,-71.165957",1,,Pacific Scientific & Wilmington HS,,,,,,,
,TX,"El Paso, TX ",215,,2002,1999,"31.73405,-106.369976",1,,Boeing Corporation & Riverside H.S.,,,,,,,
MI,MI,"Grandville, MI ",216,"244,288",2017,2009,"42.879636,-85.77006",1,,Hepfer & Associates & Grandville High School,,,,,,,
MI,MI,"Clinton Township, MI ",217,,2017,1999,"42.642226,-83.042978",0,,Ford Motor Company/Innovation First International&Joan C. Sergent Instructional Resource Center,,,,,,,
,TX,"Dallas, TX ",218,50,2001,1999,"32.846764,-96.807689",1,,"DOUBLE-E Inc.,/UTA Automation & Robotics Research Inst., & Highland Park High School ",,,,,,,
MAR,NJ,"Washington, NJ ",219,,2017,1999,"40.775469,-74.984772",1,,Google/BASF/Picatinny DOTC-Stem&Warren Hills Reg High Sch,,,,,,,
,TX,"Leonard, TX ",220,,1999,1999,"33.389994,-96.241758",1,,Leonard I.S.D.,,,,,,,
,MI,"Houghton, MI ",221,857,2001,1999,"47.108906,-88.567775",1,,"MI Roboworks/Meritor Automotive, Inc & Houghton Area Schools ",,,,,,,
MAR,PA,"Tunkhannock, PA ",222,143,2017,1999,"41.540994,-75.95585",1,,Guyette Communication/Procter and Gamble/Print to 3D/Northeast PA Industrial Resource Center & Tunkhannock Hs,,,,,,,
MAR,NJ,"New Brunswick, NJ ",223,265,2017,1999,"41.059251,-74.282753",1,,Johnson & Johnson / Ajac Electric / Turner Pharmaceutical / Eagle Electric / Picatinny STEM / Reno's Appliances / Teradata & Lakeland Reg H,,,,,,,
MAR,NJ,"Piscataway, NJ ",224,A19,2017,1992,"40.547808,-74.475614",1,,Mars International/ARDEC Picatinny - NDEP /L'Oreal USA/QTS Data Centers/F&A Machine&Piscataway Twp High,,,,,,,
MAR,PA,"York, PA ",225,,2017,1999,"39.888149,-76.712753",1,,PRESIDIO/NRG/St. Onge Company/TE Connectivity/Coupling Corporation of America/York County Community Foundation/DLA Piper/ASGCO Complete Conveyor Solutions/Leidos/BAE Systems/DeWALT/Penn-Air & Hydraulics/Google&TechFire Robotics of York,,,,,,,
MI,MI,"Troy, MI ",226,366,2017,1999,"42.587299,-83.177976",1,,General Motors ME Vehicle Systems/Delphi Foundation/Gallagher-Kaiser Corporation/Department of Defence: National Defense Education Program of TARDEC/Troy Foundation for Educational Excellence/Stanley&Troy High School&Athens High School,,,,,,,
,NJ,"Paterson, NJ ",227,,2001,1999,"40.91562,-74.187375",1,,Paterson Public Schools/Passaic County Community College & John F. Kennedy High School ,,,,,,,
NE,CT,"Rocky Hill, CT ",228,"202,1071",2017,1999,"41.53155,-72.774374",1,,United Technologies/Trail of Terror/Meriden Public Schools/R&D Precision/Micro Insert Inc./Mnt View Power Eqiupment &Francis T. Maloney High School&Orville H. Platt High School&Mark T. Sheehan High School&Lyman Hall High School,,,,,,,
0,NY,"Potsdam, NY ",229,,2017,1999,"44.662421,-75.00098",1,,Clarkson University/E/One/Lockheed Martin/North Country Collision/Stewart's Shops/Italian Affair/SeaComm Federal Credit Union/Massena Savings and Loan&Massena Senior High School,,,,,,,
NE,CT,"Shelton, CT ",230,,2017,1999,"41.31909,-73.119102",1,,United Technologies/Sikorsky/OEM Controls/Pitney Bowes/Intuitive Surgical/Boeing & Shelton High School,,,,,,,
0,TX,"Pasadena, TX ",231,2,2017,1999,"29.691063,-95.209101",1,,NASA/Texas Workforce Commisson/Oceaneering Space Systems/LyondellBasell/Chevron Phillips & Pasadena Independent School District,,,,,,,
,CA,"Napa, CA ",232,814,2001,1999,"38.333897,-122.305422",1,,NASA Ames Research Center/Napa Pipe & Vintage High School ,,,,,,,
0,FL,"Kennedy Space Center, FL ",233,1592,2017,1999,"28.32531119926366, -80.74092864990234",1,,NASA/NASA Kennedy Space Center/BECHTEL/School Board of Brevard County/Boeing/PTC/Lockheed Martin/DRS/GDSO/Health 1st/Millennium Engineering/Rockledge Rotary/Craig Technologies/NASA Alumni Association/MEA/Cape Canaveral Technical Society & Rockledge Senior High School & Cocoa Beach Junior/Senior High School & Space Coast Junior/Senior High School & Viera High School,,,,,,,
IN,IN,"Indianapolis, IN ",234,,2017,1999,"39.649457,-86.165907",1,,Allison Transmission/Rolls-Royce/Morris Machine/Dow AgriScience/Renaissance Electronic Services/Society of Women Engineers/Our Proud Grandmas/Indiana Space Grant&Perry Meridian High School,,,,,,,
,MI,"Warren, MI ",235,,2004,1999,"42.463827,-83.062665",1,,DaimlerChrysler/WarrenStamping & Fitzgerald High & A. Philip Randolph & Denby,,,,,,,
NE,CT,"Old Lyme, CT ",236,,2017,1999,"41.319071,-72.327783",1,,Dominion Millstone Power Station/Lyme-Old Lyme Education Foundation (LOLEF)/Lyme-Old Lyme Public Schools/Brooks Associates Precision Machine Tools & Lyme-Old Lyme High School,,,,,,,
NE,CT,"Watertown, CT ",237,,2017,1999,"41.593686,-73.102173",1,,Siemon Company / United Technologies Corporation / TUV Rheinland / Trumpf / MacDermid Performance Solutions & Watertown High School,,,,,,,
NE,NH,"Manchester, NH ",238,"A29,99",2017,1999,"42.964709,-71.434431",1,,Bosch/Texas Instruments&Manchester Memorial High School,,,,,,,
,FL,"Miami Springs, FL ",239,"A63,1461",1999,1999,"25.867294,-80.229013",1,,Boston Scientific Symbiosis/ Turner Technical Arts HS & Miami Springs HS,,,,,,,
